chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr20	5055678	5058499	intergenic|chr20:5055678-5058499	AL121890.3	5046276	cd4_normal_scale	0.027760
chr20	5055678	5058499	intergenic|chr20:5055678-5058499	AL121890.5	5061340	cd4_normal_scale	0.069421
chr20	5077544	5078944	genic|chr20:5077544-5078944	SLC23A2	5010293	cd4_normal_scale	0.027597
chr20	5077544	5078944	genic|chr20:5077544-5078944	AL121890.3	5046276	cd4_normal_scale	0.027640
chr20	5077544	5078944	genic|chr20:5077544-5078944	AL121890.5	5061340	cd4_normal_scale	0.052033
chr20	5118236	5120326	genic|chr20:5118236-5120326	SLC23A2	5010293	cd4_normal_scale	0.020293
chr20	5118236	5120326	genic|chr20:5118236-5120326	AL121890.3	5046276	cd4_normal_scale	0.024373
chr20	5118236	5120326	genic|chr20:5118236-5120326	AL121890.5	5061340	cd4_normal_scale	0.033229
chr20	5118236	5120326	genic|chr20:5118236-5120326	TMEM230	5113103	cd4_normal_scale	0.123262
chr20	5118236	5120326	genic|chr20:5118236-5120326	PCNA	5126626	cd4_normal_scale	0.094857
chr20	5118236	5120326	genic|chr20:5118236-5120326	CDS2	5126879	cd4_normal_scale	0.094858
chr20	5118236	5120326	genic|chr20:5118236-5120326	CHGB	5911510	cd4_normal_scale	0.025170
chr20	5118236	5120326	genic|chr20:5118236-5120326	TRMT6	5950558	cd4_normal_scale	0.026204
chr20	5118236	5120326	genic|chr20:5118236-5120326	MCM8	5950652	cd4_normal_scale	0.026205
chr20	5118236	5120326	genic|chr20:5118236-5120326	AL035461.2	6000418	cd4_normal_scale	0.023476
chr20	5118236	5120326	genic|chr20:5118236-5120326	CRLS1	6006093	cd4_normal_scale	0.022761
chr20	5118236	5120326	genic|chr20:5118236-5120326	FERMT1	6123544	cd4_normal_scale	0.029465
chr20	5118236	5120326	genic|chr20:5118236-5120326	BMP2	6767686	cd4_normal_scale	0.026128
chr20	5118236	5120326	genic|chr20:5118236-5120326	PLCB1	8077251	cd4_normal_scale	0.021729
chr20	5118236	5120326	genic|chr20:5118236-5120326	PLCB4	9068763	cd4_normal_scale	0.027646
chr20	5118236	5120326	genic|chr20:5118236-5120326	LAMP5	9514358	cd4_normal_scale	0.026347
chr20	5118236	5120326	genic|chr20:5118236-5120326	ANKEF1	9986126	cd4_normal_scale	0.026282
chr20	5714536	5715036	intergenic|chr20:5714536-5715036	GPCPD1	5611006	cd4_normal_scale	0.024040
chr20	5714536	5715036	intergenic|chr20:5714536-5715036	SHLD1	5750393	cd4_normal_scale	0.050704
chr20	5714536	5715036	intergenic|chr20:5714536-5715036	BMP2	6767686	cd4_normal_scale	0.020314
chr20	5736599	5737799	intergenic|chr20:5736599-5737799	SHLD1	5750393	cd4_normal_scale	0.022396
chr20	5834380	5836763	genic|chr20:5834380-5836763	CHGB	5911510	cd4_normal_scale	0.025407
chr20	5834380	5836763	genic|chr20:5834380-5836763	CRLS1	6006093	cd4_normal_scale	0.022323
chr20	5834380	5836763	genic|chr20:5834380-5836763	FERMT1	6123544	cd4_normal_scale	0.025011
chr20	5834380	5836763	genic|chr20:5834380-5836763	BMP2	6767686	cd4_normal_scale	0.021663
chr20	5834380	5836763	genic|chr20:5834380-5836763	PLCB1	8077251	cd4_normal_scale	0.022404
chr20	5834380	5836763	genic|chr20:5834380-5836763	SNAP25	10218830	cd4_normal_scale	0.024427
chr20	5996732	5997232	genic|chr20:5996732-5997232	AL035461.2	6000418	cd4_normal_scale	0.026100
chr20	8072156	8073627	intergenic|chr20:8072156-8073627	PLCB1	8077251	cd4_normal_scale	0.065057
chr20	10033748	10036584	genic|chr20:10033748-10036584	PLCB4	9068763	cd4_normal_scale	0.036527
chr20	10033748	10036584	genic|chr20:10033748-10036584	LAMP5	9514358	cd4_normal_scale	0.038203
chr20	10033748	10036584	genic|chr20:10033748-10036584	ANKEF1	9986126	cd4_normal_scale	0.083334
chr20	10033748	10036584	genic|chr20:10033748-10036584	SNAP25	10218830	cd4_normal_scale	0.055530
chr20	10033748	10036584	genic|chr20:10033748-10036584	SLX4IP	10435305	cd4_normal_scale	0.021732
chr20	10033748	10036584	genic|chr20:10033748-10036584	JAG1	10673999	cd4_normal_scale	0.032418
chr20	10033748	10036584	genic|chr20:10033748-10036584	BTBD3	11890723	cd4_normal_scale	0.024805
chr20	10350197	10352422	genic|chr20:10350197-10352422	SNAP25	10218830	cd4_normal_scale	0.020176
chr20	10500741	10502674	genic|chr20:10500741-10502674	ANKEF1	9986126	cd4_normal_scale	0.024293
chr20	10500741	10502674	genic|chr20:10500741-10502674	JAG1	10673999	cd4_normal_scale	0.022786
chr20	13222200	13222760	genic|chr20:13222200-13222760	ISM1	13221274	cd4_normal_scale	0.063684
chr20	13228562	13229468	genic|chr20:13228562-13229468	ISM1	13221274	cd4_normal_scale	0.028448
chr20	13230439	13230939	genic|chr20:13230439-13230939	ISM1	13221274	cd4_normal_scale	0.027280
chr20	13230940	13232258	genic|chr20:13230940-13232258	ANKEF1	9986126	cd4_normal_scale	0.024240
chr20	13230940	13232258	genic|chr20:13230940-13232258	SNAP25	10218830	cd4_normal_scale	0.027524
chr20	13230940	13232258	genic|chr20:13230940-13232258	BTBD3	11890723	cd4_normal_scale	0.039505
chr20	13230940	13232258	genic|chr20:13230940-13232258	SPTLC3	13008972	cd4_normal_scale	0.059045
chr20	13230940	13232258	genic|chr20:13230940-13232258	ISM1	13221274	cd4_normal_scale	0.157965
chr20	13230940	13232258	genic|chr20:13230940-13232258	TASP1	13638932	cd4_normal_scale	0.025007
chr20	13230940	13232258	genic|chr20:13230940-13232258	ESF1	13784886	cd4_normal_scale	0.022465
chr20	13230940	13232258	genic|chr20:13230940-13232258	MACROD2	13995369	cd4_normal_scale	0.057071
chr20	13246889	13248669	genic|chr20:13246889-13248669	BTBD3	11890723	cd4_normal_scale	0.033155
chr20	13246889	13248669	genic|chr20:13246889-13248669	SPTLC3	13008972	cd4_normal_scale	0.044286
chr20	13246889	13248669	genic|chr20:13246889-13248669	ISM1	13221274	cd4_normal_scale	0.073036
chr20	13246889	13248669	genic|chr20:13246889-13248669	TASP1	13638932	cd4_normal_scale	0.024259
chr20	13246889	13248669	genic|chr20:13246889-13248669	MACROD2	13995369	cd4_normal_scale	0.048400
chr20	13260900	13263900	genic|chr20:13260900-13263900	ISM1	13221274	cd4_normal_scale	0.021147
chr20	13785729	13786462	genic|chr20:13785729-13786462	NDUFAF5	13785007	cd4_normal_scale	0.033810
chr20	13788134	13788634	genic|chr20:13788134-13788634	NDUFAF5	13785007	cd4_normal_scale	0.028797
chr20	16732492	16733556	genic|chr20:16732492-16733556	AL034428.1	16730948	cd4_normal_scale	0.022437
chr20	17609765	17610961	genic|chr20:17609765-17610961	BFSP1	17569220	cd4_normal_scale	0.038153
chr20	17609765	17610961	genic|chr20:17609765-17610961	DSTN	17570075	cd4_normal_scale	0.046659
chr20	17611042	17612848	intergenic|chr20:17611042-17612848	BFSP1	17569220	cd4_normal_scale	0.027532
chr20	17611042	17612848	intergenic|chr20:17611042-17612848	DSTN	17570075	cd4_normal_scale	0.032509
chr20	17965338	17966766	genic|chr20:17965338-17966766	SNX5	17968980	cd4_normal_scale	0.065220
chr20	17965338	17966766	genic|chr20:17965338-17966766	MGME1	17969018	cd4_normal_scale	0.036143
chr20	17966859	17967359	genic|chr20:17966859-17967359	SNX5	17968980	cd4_normal_scale	0.054461
chr20	17966859	17967359	genic|chr20:17966859-17967359	MGME1	17969018	cd4_normal_scale	0.023150
chr20	17967417	17967917	genic|chr20:17967417-17967917	SNX5	17968980	cd4_normal_scale	0.023355
chr20	21548240	21549543	intergenic|chr20:21548240-21549543	LINC01727	21569976	cd4_normal_scale	0.033543
chr20	21557172	21558486	intergenic|chr20:21557172-21558486	LINC01727	21569976	cd4_normal_scale	0.021946
chr20	21571497	21572737	genic|chr20:21571497-21572737	LINC01727	21569976	cd4_normal_scale	0.020289
chr20	23082828	23084244	genic|chr20:23082828-23084244	CD93	23086324	cd4_normal_scale	0.023548
chr20	23419814	23420314	genic|chr20:23419814-23420314	NAPB	23421519	cd4_normal_scale	0.040630
chr20	24026859	24027970	intergenic|chr20:24026859-24027970	THBD	23049741	cd4_normal_scale	0.025264
chr20	24026859	24027970	intergenic|chr20:24026859-24027970	CD93	23086324	cd4_normal_scale	0.021851
chr20	24026859	24027970	intergenic|chr20:24026859-24027970	CST3	23638473	cd4_normal_scale	0.026963
chr20	24026859	24027970	intergenic|chr20:24026859-24027970	VSX1	25082365	cd4_normal_scale	0.020702
chr20	24026859	24027970	intergenic|chr20:24026859-24027970	AL035252.2	25149372	cd4_normal_scale	0.026541
chr20	24026859	24027970	intergenic|chr20:24026859-24027970	AL035252.3	25229150	cd4_normal_scale	0.024934
chr20	24026859	24027970	intergenic|chr20:24026859-24027970	AL121772.3	25285588	cd4_normal_scale	0.027246
chr20	24026859	24027970	intergenic|chr20:24026859-24027970	AL031673.1	25680781	cd4_normal_scale	0.021215
chr20	24954941	24956228	genic|chr20:24954941-24956228	CST7	24949269	cd4_normal_scale	0.020080
chr20	24960190	24961751	intergenic|chr20:24960190-24961751	CST7	24949269	cd4_normal_scale	0.024167
chr20	25090606	25092452	intergenic|chr20:25090606-25092452	VSX1	25082365	cd4_normal_scale	0.081457
chr20	25090606	25092452	intergenic|chr20:25090606-25092452	AL035252.2	25149372	cd4_normal_scale	0.023500
chr20	25090606	25092452	intergenic|chr20:25090606-25092452	AL035252.5	25187849	cd4_normal_scale	0.029448
chr20	25090606	25092452	intergenic|chr20:25090606-25092452	AL035252.3	25229150	cd4_normal_scale	0.028829
chr20	25090606	25092452	intergenic|chr20:25090606-25092452	AL121772.3	25285588	cd4_normal_scale	0.021085
chr20	25090606	25092452	intergenic|chr20:25090606-25092452	GINS1	25407673	cd4_normal_scale	0.023661
chr20	25090606	25092452	intergenic|chr20:25090606-25092452	NINL	25585531	cd4_normal_scale	0.024792
chr20	25090606	25092452	intergenic|chr20:25090606-25092452	AL031673.1	25680781	cd4_normal_scale	0.026022
chr20	25090606	25092452	intergenic|chr20:25090606-25092452	FAM182B	25868225	cd4_normal_scale	0.021937
chr20	25090606	25092452	intergenic|chr20:25090606-25092452	FAM182A	25985210	cd4_normal_scale	0.023448
chr20	25090606	25092452	intergenic|chr20:25090606-25092452	MIR663AHG	26251546	cd4_normal_scale	0.024123
chr20	25258118	25260307	genic|chr20:25258118-25260307	PYGB	25248085	cd4_normal_scale	0.027097
chr20	25280487	25283946	genic|chr20:25280487-25283946	AL121772.3	25285588	cd4_normal_scale	0.096807
chr20	25865198	25866110	genic|chr20:25865198-25866110	FAM182B	25868225	cd4_normal_scale	0.044739
chr20	25986690	25988505	genic|chr20:25986690-25988505	FAM182A	25985210	cd4_normal_scale	0.062723
chr20	30282712	30284390	genic|chr20:30282712-30284390	AL121762.1	30281837	cd4_normal_scale	0.088774
chr20	30375821	30377642	intergenic|chr20:30375821-30377642	AL121762.1	30281837	cd4_normal_scale	0.022930
chr20	31559337	31560782	genic|chr20:31559337-31560782	HM13-IT1	31563166	cd4_normal_scale	0.027369
chr20	31673980	31675751	genic|chr20:31673980-31675751	AL117381.1	31686216	cd4_normal_scale	0.047989
chr20	31673980	31675751	genic|chr20:31673980-31675751	ABALON	31721507	cd4_normal_scale	0.030313
chr20	31673980	31675751	genic|chr20:31673980-31675751	BCL2L1	31723989	cd4_normal_scale	0.022823
chr20	31675753	31676501	genic|chr20:31675753-31676501	AL117381.1	31686216	cd4_normal_scale	0.030362
chr20	32283286	32286517	genic|chr20:32283286-32286517	AL121897.1	32277510	cd4_normal_scale	0.031994
chr20	32283286	32286517	genic|chr20:32283286-32286517	KIF3B	32277651	cd4_normal_scale	0.031993
chr20	32534514	32535767	genic|chr20:32534514-32535767	NOL4L	32585074	cd4_normal_scale	0.020966
chr20	32535914	32536704	genic|chr20:32535914-32536704	AL034550.3	32485149	cd4_normal_scale	0.021690
chr20	32536756	32537922	genic|chr20:32536756-32537922	NOL4L	32585074	cd4_normal_scale	0.028226
chr20	32736748	32738497	genic|chr20:32736748-32738497	COMMD7	32743997	cd4_normal_scale	0.022627
chr20	32741857	32743018	genic|chr20:32741857-32743018	COMMD7	32743997	cd4_normal_scale	0.080857
chr20	32820573	32821579	genic|chr20:32820573-32821579	MAPRE1	32819954	cd4_normal_scale	0.021703
chr20	33554132	33555400	genic|chr20:33554132-33555400	CBFA2T2	33490075	cd4_normal_scale	0.022344
chr20	33662850	33664590	genic|chr20:33662850-33664590	C20orf144	33662327	cd4_normal_scale	0.250516
chr20	33662850	33664590	genic|chr20:33662850-33664590	ACTL10	33666943	cd4_normal_scale	0.093981
chr20	33662850	33664590	genic|chr20:33662850-33664590	NECAB3	33674463	cd4_normal_scale	0.030118
chr20	33662850	33664590	genic|chr20:33662850-33664590	E2F1	33686385	cd4_normal_scale	0.021292
chr20	33662850	33664590	genic|chr20:33662850-33664590	ZNF341	33731657	cd4_normal_scale	0.020807
chr20	33678171	33680129	genic|chr20:33678171-33680129	NECAB3	33674463	cd4_normal_scale	0.029310
chr20	33678171	33680129	genic|chr20:33678171-33680129	E2F1	33686385	cd4_normal_scale	0.022540
chr20	33686934	33687645	intergenic|chr20:33686934-33687645	E2F1	33686385	cd4_normal_scale	0.021982
chr20	34302215	34303604	genic|chr20:34302215-34303604	AL356299.2	34286466	cd4_normal_scale	0.033716
chr20	34302215	34303604	genic|chr20:34302215-34303604	AHCY	34311802	cd4_normal_scale	0.031852
chr20	34557627	34558872	genic|chr20:34557627-34558872	MAP1LC3A	34546854	cd4_normal_scale	0.049113
chr20	34676183	34678110	genic|chr20:34676183-34678110	TP53INP2	34704339	cd4_normal_scale	0.024953
chr20	34708462	34710792	genic|chr20:34708462-34710792	PIGU	34698790	cd4_normal_scale	0.024541
chr20	34708462	34710792	genic|chr20:34708462-34710792	TP53INP2	34704339	cd4_normal_scale	0.056745
chr20	34875734	34877511	genic|chr20:34875734-34877511	ACSS2	34872146	cd4_normal_scale	0.031044
chr20	34875734	34877511	genic|chr20:34875734-34877511	GGT7	34872856	cd4_normal_scale	0.031044
chr20	35740885	35741385	genic|chr20:35740885-35741385	RBM39	35742312	cd4_normal_scale	0.039828
chr20	35767452	35768541	intergenic|chr20:35767452-35768541	PHF20	35771974	cd4_normal_scale	0.025569
chr20	36946659	36947625	genic|chr20:36946659-36947625	SAMHD1	36951901	cd4_normal_scale	0.022903
chr20	41135158	41135658	genic|chr20:41135158-41135658	PLCG1	41136960	cd4_normal_scale	0.032013
chr20	41139635	41140135	genic|chr20:41139635-41140135	PLCG1-AS1	41138003	cd4_normal_scale	0.037069
chr20	41141119	41141619	genic|chr20:41141119-41141619	PLCG1-AS1	41138003	cd4_normal_scale	0.026881
chr20	41142742	41143472	genic|chr20:41142742-41143472	PLCG1-AS1	41138003	cd4_normal_scale	0.022015
chr20	41155831	41158071	genic|chr20:41155831-41158071	MAFB	40689236	cd4_normal_scale	0.022186
chr20	41155831	41158071	genic|chr20:41155831-41158071	PLCG1	41136960	cd4_normal_scale	0.057305
chr20	41155831	41158071	genic|chr20:41155831-41158071	PLCG1-AS1	41138003	cd4_normal_scale	0.069494
chr20	41155831	41158071	genic|chr20:41155831-41158071	ZHX3	41317672	cd4_normal_scale	0.026365
chr20	41155831	41158071	genic|chr20:41155831-41158071	LPIN3	41340920	cd4_normal_scale	0.036668
chr20	41155831	41158071	genic|chr20:41155831-41158071	AL031667.3	41486225	cd4_normal_scale	0.024350
chr20	41479651	41481228	genic|chr20:41479651-41481228	AL031667.3	41486225	cd4_normal_scale	0.031685
chr20	41691974	41694789	intergenic|chr20:41691974-41694789	LPIN3	41340920	cd4_normal_scale	0.024403
chr20	41691974	41694789	intergenic|chr20:41691974-41694789	AL031667.3	41486225	cd4_normal_scale	0.031109
chr20	41691974	41694789	intergenic|chr20:41691974-41694789	CHD6	41618384	cd4_normal_scale	0.045376
chr20	43656363	43658211	intergenic|chr20:43656363-43658211	MYBL2	43667019	cd4_normal_scale	0.052158
chr20	43720965	43722888	intergenic|chr20:43720965-43722888	GTSF1L	43727002	cd4_normal_scale	0.038468
chr20	43728137	43729662	intergenic|chr20:43728137-43729662	GTSF1L	43727002	cd4_normal_scale	0.057514
chr20	44217296	44219942	genic|chr20:44217296-44219942	GDAP1L1	44247099	cd4_normal_scale	0.022450
chr20	44217296	44219942	genic|chr20:44217296-44219942	FITM2	44311202	cd4_normal_scale	0.057903
chr20	44643574	44645495	genic|chr20:44643574-44645495	ADA	44652233	cd4_normal_scale	0.034850
chr20	44643574	44645495	genic|chr20:44643574-44645495	LINC01260	44663498	cd4_normal_scale	0.027526
chr20	44645827	44647255	genic|chr20:44645827-44647255	ADA	44652233	cd4_normal_scale	0.042703
